DATE,NA000334Q,REAINTRATREARAT10Y,UNRATE,CPALTT01USQ661S,PPIACO,HOUST,PSAVERT
2010-10-01,3897315.0,0.40880525,9.4,92.693351109836,186.6,543.0,5.9
2010-11-01,,0.33888956,9.8,,187.7,545.0,5.8
2010-12-01,,0.62620927,9.3,,189.7,539.0,6.2
2011-01-01,3764835.0,0.86397716,9.1,93.6825909815189,192.7,630.0,6.6
2011-02-01,,0.82968718,9.0,,195.8,517.0,6.9
2011-03-01,,0.87385088,9.0,,199.2,600.0,6.3
2011-04-01,3893028.0,0.97750283,9.1,94.7477747728362,203.1,554.0,6.3
2011-05-01,,0.71147484,9.0,,204.1,561.0,6.3
2011-06-01,,0.49226699,9.1,,203.9,608.0,6.5
2011-07-01,3927583.0,0.57395235,9.0,95.3655926227514,204.6,623.0,6.7
2011-08-01,,0.39497491,9.0,,203.2,585.0,6.7
2011-09-01,,0.21493888,9.0,,203.7,650.0,6.4
2011-10-01,4014288.0,0.09856249,8.8,95.7936913104686,201.1,610.0,6.3
2011-11-01,,0.13706953,8.6,,201.4,711.0,6.4
2011-12-01,,0.14446831,8.5,,199.8,694.0,7.2
2012-01-01,3960259.0,0.14610051,8.3,96.3331744136496,200.7,723.0,7.4
2012-02-01,,0.02185103,8.3,,201.6,704.0,7.3
2012-03-01,,0.16923691,8.2,,204.2,695.0,7.6
2012-04-01,4047165.0,0.19464573,8.2,96.5365353540041,203.7,753.0,7.9
2012-05-01,,-0.08722198,8.2,,201.9,708.0,7.9
2012-06-01,,-0.04815105,8.2,,199.8,757.0,7.9
2012-07-01,4086346.0,-0.05482603,8.2,96.972369070573,200.1,740.0,7.0
2012-08-01,,-0.06008478,8.1,,202.7,754.0,6.7
2012-09-01,,-0.16925714,7.8,,204.4,847.0,7.2
2012-10-01,4160201.0,-0.09317224,7.8,97.6171892030248,203.5,915.0,7.8
2012-11-01,,-0.00573705,7.7,,201.8,833.0,8.7
2012-12-01,,-0.17237745,7.9,,201.5,976.0,10.9
2013-01-01,4074333.0,0.08440142,8.0,98.0095661211362,202.5,888.0,4.9
2013-02-01,,0.17210018,7.7,,204.3,962.0,4.7
2013-03-01,,0.05034072,7.5,,204.0,1010.0,4.8
2013-04-01,4184244.0,-0.02421188,7.6,97.9022601754304,203.5,835.0,5.1
2013-05-01,,-0.01939123,7.5,,204.1,930.0,5.3
2013-06-01,,0.22769375,7.5,,204.3,839.0,5.4
2013-07-01,4259404.0,0.54638104,7.3,98.4317580595484,204.4,880.0,5.2
2013-08-01,,0.47506869,7.2,,204.2,917.0,5.2
2013-09-01,,0.54083451,7.2,,203.9,850.0,5.3
2013-10-01,4362704.0,0.49296942,7.2,98.795726326241,202.5,925.0,4.7
2013-11-01,,0.48963774,6.9,,201.2,1100.0,4.5
2013-12-01,,0.41829993,6.7,,202.0,1002.0,4.5
2014-01-01,4220258.0,0.68063671,6.6,99.4110127121683,203.8,888.0,5.2
2014-02-01,,0.50867731,6.7,,205.7,944.0,5.3
2014-03-01,,0.58045318,6.7,,207.0,970.0,5.2
2014-04-01,4376828.0,0.7022221,6.2,99.938963590516,208.3,1043.0,5.4
2014-05-01,,0.62685415,6.3,,208.0,1007.0,5.6
2014-06-01,,0.62452944,6.1,,208.3,911.0,5.6
2014-07-01,4465484.0,0.59099495,6.2,100.194641453285,208.0,1085.0,5.5
2014-08-01,,0.6494057,6.1,,207.0,984.0,5.3
2014-09-01,,0.58085993,5.9,,206.4,1023.0,5.5
2014-10-01,4545567.0,0.7009647,5.7,99.9457141611502,203.4,1074.0,5.4
2014-11-01,,0.71330026,5.8,,200.9,1001.0,5.6
2014-12-01,,0.38472537,5.6,,197.0,1073.0,6.0
2015-01-01,4411435.0,0.7099428,5.7,99.2987844753752,192.0,1085.0,6.3
2015-02-01,,0.53838038,5.5,,191.1,886.0,6.4
2015-03-01,,0.75170542,5.4,,191.5,960.0,5.9
2015-04-01,4580499.0,0.41032252,5.4,99.9759510921157,190.9,1190.0,5.9
2015-05-01,,0.53392144,5.6,,193.4,1079.0,5.8
2015-06-01,,0.5537778,5.3,,194.8,1205.0,5.7
2015-07-01,4625898.0,0.6670749,5.2,100.353561136965,193.9,1146.0,5.6
2015-08-01,,0.54830556,5.1,,191.9,1130.0,5.6
2015-09-01,,0.51245991,5.0,,189.1,1224.0,5.8
2015-10-01,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8
2015-11-01,,0.6662057,5.1,,185.7,1172.0,5.6
2015-12-01,,0.64742223,5.0,,183.5,1146.0,5.8
2016-01-01,4521822.0,0.73450597,4.8,100.283664603524,182.6,1092.0,6.1
2016-02-01,,0.538738,4.9,,181.3,1225.0,5.6
2016-03-01,,0.55140742,5.0,,182.1,1111.0,5.9
2016-04-01,4690281.0,0.34527268,5.1,101.085716776996,183.2,1163.0,5.5
2016-05-01,,0.41364983,4.8,,185.3,1148.0,5.3
2016-06-01,,0.51909852,4.9,,187.6,1203.0,4.9
2016-07-01,4746661.0,0.16534694,4.8,101.514799922931,187.7,1239.0,5.1
2016-08-01,,0.22683746,4.9,,186.6,1171.0,5.1
2016-09-01,,0.2160743,5.0,,186.9,1068.0,5.1
2016-10-01,4840483.0,0.28979681,4.9,102.159198144718,186.7,1313.0,5.3
2016-11-01,,0.34660933,4.7,,186.3,1140.0,5.4
2016-12-01,,0.70045658,4.7,,188.2,1252.0,5.0
2017-01-01,4674704.0,0.72565107,4.7,102.878133917258,190.7,1190.0,5.3
2017-02-01,,0.77438158,4.6,,191.6,1271.0,5.6
2017-03-01,,0.91650302,4.4,,191.5,1190.0,5.6
2017-04-01,4889678.0,0.76575378,4.4,102.996831450909,193.0,1146.0,5.7
2017-05-01,,0.7764088,4.4,,192.8,1157.0,6.3
2017-06-01,,0.73611135,4.3,,193.6,1249.0,6.0
2017-07-01,4958224.0,0.72501612,4.3,103.489201196539,193.5,1206.0,6.0
2017-08-01,,0.67086016,4.4,,193.8,1159.0,6.1
2017-09-01,,0.56521264,4.3,,194.8,1181.0,5.9
2017-10-01,5089495.0,0.72914351,4.2,104.312489540131,194.9,1257.0,6.0
2017-11-01,,0.75219045,4.2,,195.9,1273.0,5.6
2017-12-01,,0.57304923,4.1,,196.3,1177.0,5.0
2018-01-01,4962408.0,0.87378801,4.0,105.191470091456,197.9,1299.0,5.7
2018-02-01,,1.08846929,4.1,,199.3,1277.0,5.8
2018-03-01,,1.02953583,4.0,,199.3,1318.0,5.9
2018-04-01,5161541.0,1.01435433,4.0,105.764143500255,200.3,1276.0,6.0
2018-05-01,,1.2160918,3.8,,203.2,1357.0,6.0
2018-06-01,,1.24572814,4.0,,204.2,1192.0,6.3
2018-07-01,5221627.0,1.15523371,3.8,106.189148176432,204.3,1208.0,6.5
2018-08-01,,1.25524162,3.8,,203.4,1288.0,6.6
2018-09-01,,1.1321469,3.7,,203.6,1250.0,6.8
2018-10-01,5310940.0,1.30012681,3.8,106.621465970795,204.6,1221.0,6.7
2018-11-01,,1.30865835,3.8,,202.3,1181.0,6.5
2018-12-01,,1.25496666,3.9,,201.0,1095.0,8.4
2019-01-01,5140051.0,1.04043434,4.0,106.918069168034,199.1,1232.0,8.2
2019-02-01,,1.06818285,3.8,,199.2,1128.0,8.5
2019-03-01,,0.51720765,3.8,,200.8,1195.0,7.9
2019-04-01,5376189.0,0.42030375,3.6,107.680039828367,202.1,1267.0,7.7
2019-05-01,,0.5404288,3.7,,201.7,1307.0,7.3
2019-06-01,,0.42130162,3.6,,200.3,1228.0,7.1
2019-07-01,5441019.0,0.44057188,3.7,108.044992553277,200.7,1245.0,6.8
2019-08-01,,0.42005179,3.7,,199.2,1367.0,7.0
2019-09-01,,0.23500552,3.5,,198.4,1300.0,7.2
2019-10-01,5564137.0,0.36832453,3.6,108.805556844727,198.6,1332.0,7.3
2019-11-01,,0.43361185,3.6,,199.0,1346.0,7.1
2019-12-01,,0.51426493,3.6,,199.0,1551.0,6.4
2020-01-01,5292718.0,0.50509631,3.5,109.191745739757,199.3,1572.0,7.2
2020-02-01,,0.31598579,3.5,,196.7,1565.0,7.7
2020-03-01,,-0.12783745,4.4,,193.1,1267.0,12.5
2020-04-01,5009931.0,-0.11159442,14.7,108.142172643031,185.5,925.0,32.0
2020-05-01,,-0.02785652,13.2,,188.6,1054.0,22.7
2020-06-01,,-0.15369936,11.0,,191.2,1266.0,18.4
2020-07-01,5411028.0,-0.3453445,10.2,109.375839426426,193.0,1529.0,17.9
2020-08-01,,-0.407134,8.4,,194.3,1377.0,14.0
2020-09-01,,-0.34333693,7.9,,195.5,1463.0,13.2
2020-10-01,5609276.0,-0.29173845,6.9,110.137528812982,196.5,1537.0,12.8
2020-11-01,,-0.21395564,6.7,,198.3,1545.0,12.1
2020-12-01,,-0.23232146,6.7,,200.5,1663.0,12.0
2021-01-01,5503213.0,-0.23501721,6.3,111.272187227077,204.8,1602.0,19.3
2021-02-01,,-0.2308238,6.2,,210.6,1422.0,12.8
2021-03-01,,0.01250687,6.1,,215.0,1700.0,26.1
2021-04-01,5853320.0,0.11804694,6.1,113.307343636392,217.9,1484.0,12.3
2021-05-01,,0.03694758,5.8,,224.9,1600.0,9.9
2021-06-01,,-0.00566485,5.9,,228.9,1661.0,8.7
2021-07-01,5975139.0,0.03504108,5.4,115.134076177377,231.85,1593.0,9.4
2021-08-01,,-0.26101879,5.2,,233.415,1576.0,8.7
2021-09-01,,-0.19473087,4.8,,235.678,1560.0,7.2
2021-10-01,6271538.0,0.08790114,4.5,117.589314971781,240.465,1572.0,6.6
2021-11-01,,0.16399788,4.2,,243.287,1712.0,6.2
2021-12-01,,0.09168917,3.9,,241.338,1787.0,6.1
2022-01-01,6098908.0,0.3194951,4.0,120.199676253883,246.453,1669.0,4.1
2022-02-01,,0.44159289,3.8,,252.66,1771.0,4.1
2022-03-01,,0.34708992,3.6,,260.014,1713.0,3.4
2022-04-01,6414266.0,0.94940027,3.6,123.002006888395,265.31,1803.0,3.1
2022-05-01,,1.20389776,3.6,,273.251,1543.0,3.1
2022-06-01,,1.02509351,3.6,,280.251,1561.0,2.7
2022-07-01,6539219.0,1.06217493,3.5,124.672773120353,272.274,1371.0,3.5
2022-08-01,,0.8556253,3.7,,269.546,1505.0,3.2
2022-09-01,,1.20424868,3.5,,267.898,1463.0,3.0
2022-10-01,6701519.0,1.79733203,3.7,125.950881160423,265.061,1432.0,3.0
2022-11-01,,1.93071305,3.6,,263.157,1427.0,3.3
2022-12-01,,1.57612515,3.5,,257.897,1357.0,3.4
2023-01-01,6546655.0,1.78309897,3.4,127.134621848503,260.227,1340.0,4.4
2023-02-01,,1.42020217,3.6,,258.669,1436.0,4.7
2023-03-01,,2.05963636,3.5,,257.062,1380.0,5.2
2023-04-01,6802375.0,1.44391386,3.4,127.987022027956,256.908,1348.0,5.2
2023-05-01,,1.53690406,3.7,,253.67,1583.0,5.3
2023-06-01,,1.06063107,3.6,,253.86,1418.0,4.8
2023-07-01,6928858.0,1.4260473,3.5,129.118445793621,253.805,1451.0,4.2
2023-08-01,,1.60209539,3.8,,257.675,1305.0,4.2
2023-09-01,,1.69970754,3.8,,258.889,1346.0,3.7
2023-10-01,,2.08246076,3.9,,255.463,1372.0,3.8
2023-11-01,,2.09674915,,,,,
