,Price,GDP,RATE_10,URATE,CPI,PPI,HOUSE,SAVE,Index Enterprise Value,Adjusted Price/Earnings ratio,Adjusted Price/Estimated Earnings,BEst Div Yld,Total Debt to Total Equity,Current Market Cap,Profit Margin,SMA_10d,SMA_20d,SMA_60d,EMA_10d,EMA_20d,EMA_60d,MOM_10d,MOM_20d,MOM_60d,RSI_10d,RSI_20d,RSI_60d
2009-05-19,1.959644079208374,3598010.0,1.0174109,9.4,90.0808802744107,170.8,540.0,7.8,2006.6866,13.5532,13.2216,2.8278,128.196,1036644.05,0.6846,1.931308424472809,1.896508252620697,1.77421945532163,1.9251153358821536,1.8988053534250666,1.8262103700126913,0.04061293601989724,0.10923254489898682,0.3077280521392822,69.38752296511717,65.9126688145658,56.08460470187414
2009-05-20,1.9498404264450075,3598010.0,1.0174109,9.4,90.0808802744107,170.8,540.0,7.8,2004.6652,13.5344,13.1633,2.8328,128.196,1040373,0.6846,1.934342622756958,1.9014796972274781,1.778608920176824,1.9296108068935816,1.903665836569823,1.830263814485882,0.030341982841491477,0.09942889213562034,0.26336789131164573,65.12867396775566,64.01078327331386,55.62991919861982
2009-05-21,1.9302352666854856,3598010.0,1.0174109,9.4,90.0808802744107,170.8,540.0,7.8,1992.4796,13.4229,13.052,2.8557,128.196,1032898.51,0.6846,1.934856116771698,1.9068946480751037,1.7827398339907328,1.929724345037564,1.9061962584856003,1.8335415670170165,0.00513494014739968,0.10829901695251443,0.2478548288345337,57.31240577511727,60.345407028107566,54.72760949677399
2009-05-22,1.9535752534866333,3598010.0,1.0174109,9.4,90.0808802744107,170.8,540.0,7.8,1999.756,13.4902,13.1245,2.8414,128.196,1036903.98,0.6846,1.9367233633995056,1.9127997219562531,1.787979672352473,1.9340608738464857,1.9107085437237938,1.8374770977209385,0.018672466278076394,0.11810147762298562,0.31439030170440674,63.16066610466672,63.00043244344118,55.599505061374956
2009-05-26,1.9736474752426147,3598010.0,1.0174109,9.4,90.0808802744107,170.8,540.0,7.8,2020.3907,13.6778,13.2989,2.804,128.196,1046563.24,0.6846,1.940924620628357,1.9200118243694306,1.7935540477434795,1.941258437736691,1.9167027276779673,1.8419417002626328,0.042012572288513184,0.1442420482635498,0.3344625234603882,67.42509177139276,65.1148328307384,56.334964853124184
2009-05-27,1.9610439538955688,3598010.0,1.0174109,9.4,90.0808802744107,170.8,540.0,7.8,1995.1213,13.4418,13.0629,2.8552,128.196,1026339.42,0.6846,1.9414848208427429,1.9261969685554505,1.7997368395328521,1.9448558043110324,1.920925701603453,1.845846692185024,0.005602002143859863,0.12370288372039795,0.3709675073623657,62.386669890226365,62.744869368069715,55.74534053148125
2009-05-28,1.9493732452392576,3598010.0,1.0174109,9.4,90.0808802744107,170.8,540.0,7.8,2004.3056,13.5323,13.1621,2.8366,128.196,1036650.84,0.6846,1.9444723010063172,1.9317985773086548,1.806035820643107,1.9456771572070735,1.9236349914735298,1.8492410053999169,0.02987480163574152,0.11203217506408669,0.3779388666152952,57.932582928190335,60.595152211843164,55.20127521935976
2009-05-29,1.9493732452392576,3598010.0,1.0174109,9.4,90.0808802744107,170.8,540.0,7.8,2014.9409,13.6284,13.2471,2.8179,128.196,1045394.56,0.6846,1.9462928175926208,1.9353696048259734,1.8121756593386331,1.9463491732129252,1.9260862537369325,1.8525240296569445,0.018205165863036887,0.07142055034637407,0.36839032173156716,57.932582928190335,60.595152211843164,55.20127521935976
2009-06-01,2.009124517440796,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2049.2733,13.9436,13.5278,2.7564,128.196,1066415.15,0.6846,1.9553955078125,1.9418114840984344,1.820182853937149,1.9577628721634472,1.9339946598039672,1.8576584718793658,0.0910269021987915,0.1288375854492192,0.4804316759109497,71.01327968935927,67.0075491705246,57.40255103615159
2009-06-02,2.039933204650879,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2067.8539,14.1115,13.6715,2.7257,128.196,1076109.66,0.6846,1.9675790667533875,1.9474130988121032,1.828309452533722,1.9727029326157075,1.9440840450274826,1.8636346926259728,0.12183558940887451,0.11203229427337646,0.48759591579437256,75.39626142942399,69.68505237103732,58.47251635680936
2009-06-03,2.014258861541748,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2054.1498,13.9827,13.5293,2.7521,128.196,1071954.26,0.6846,1.9730405449867248,1.9521744847297668,1.836250650882721,1.9802585560568058,1.9507673608859841,1.8685731899674736,0.05461478233337402,0.09522771835327126,0.4764719009399414,66.1365817309055,65.05387779359846,57.25376380226723
2009-06-04,2.023594856262207,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2057.7337,14.0171,13.543,2.7446,128.196,1072721.76,0.6846,1.9804159879684449,1.9573793053627013,1.8438700079917907,1.9881378833668788,1.9577033128265768,1.8736558675509074,0.07375442981719948,0.10409641265869096,0.45716142654418945,67.73747807397005,65.92079695696262,57.58071848263901
2009-06-05,2.007258415222168,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2051.2635,13.9562,13.4804,2.7235,128.196,1069446.31,0.6846,1.988118302822113,1.9614872097969056,1.8511943678061167,1.9916143437042042,1.9624228463880617,1.8780362789499652,0.07702314853668235,0.08215808868408203,0.4394615888595579,62.035481910333736,63.04027647255989,56.80751893649148
2009-06-08,2.00679087638855,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2051.8731,13.9639,13.4903,2.7208,128.196,1069594.95,0.6846,1.9934398651123046,1.965081614255905,1.8576166888078054,1.994373713283176,1.9666483730547748,1.8822577411610664,0.053215622901916504,0.0718880891799929,0.38533926010131836,61.86986875865058,62.95739987056701,56.78532623793778
2009-06-09,2.00679087638855,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2048.1095,13.9293,13.457,2.7275,128.196,1063069.75,0.6846,1.9967542052268983,1.9688394129276277,1.8636070549488069,1.996631379302335,1.9704714686103724,1.8863407947750823,0.03314340114593506,0.07515597343444824,0.359421968460083,61.86986875865057,62.95739987056701,56.78532623793778
2009-06-10,2.0273306369781494,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2036.8433,13.8272,13.3772,2.7459,128.196,1054546.41,0.6846,2.0033828735351564,1.9724338471889495,1.8694016853968303,2.002213062516119,1.9758866275025415,1.890963412552232,0.06628668308258057,0.07188868522644043,0.3476778268814087,66.69255153001575,65.18535420851215,57.538978310268426
2009-06-11,2.0156595706939697,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2041.6816,13.8739,13.4297,2.7359,128.196,1052190.29,0.6846,2.0100115060806276,1.9772419035434723,1.8750017980734508,2.0046578821848193,1.979674526854106,1.89505181117983,0.06628632545471214,0.09616112709045366,0.336006760597229,61.760749844538765,62.92176672610827,56.96491275073797
2009-06-12,2.0002551078796387,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2047.7918,13.9297,13.4792,2.7254,128.196,1058850.18,0.6846,2.0150996923446653,1.980696254968643,1.8802011827627818,2.0038573777656956,1.981634582189871,1.8985010995962173,0.05088186264038108,0.06908702850341797,0.3119630813598633,55.71821730722781,60.02577417041379,56.21213856805684
2009-06-15,1.97224760055542,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2012.0619,13.5996,13.1557,2.7919,128.196,1036607.19,0.6846,2.011412000656128,1.983403754234314,1.8853126923243204,1.9981101455456456,1.980740583938971,1.9009190176604533,-0.03687691688537598,0.05414998531341553,0.306690573692322,46.523043437031575,55.16645007139863,54.87144111394207
2009-06-16,1.9535752534866333,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,1997.1276,13.4663,13.0506,2.8155,128.196,1025976.03,0.6846,2.0027762055397034,1.9851776361465454,1.8894205689430237,1.990012892444007,1.978153409610177,1.9026454516219675,-0.0863579511642456,0.035477638244628906,0.24647259712219238,41.45519478549276,52.200824575134554,53.99826039554766
2009-06-17,1.9535752534866333,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2003.8319,13.5309,13.1202,2.8006,128.196,1030994.45,0.6846,1.996707844734192,1.9848741948604585,1.8926882028579712,1.98338786717903,1.9758126328365062,1.904315281191301,-0.060683608055114746,-0.006068825721740723,0.19605803489685059,41.455194785492765,52.200824575134554,53.99826039554766
2009-06-18,1.9960545301437376,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2032.5318,13.7952,13.3273,2.7476,128.196,1048979.89,0.6846,1.993953812122345,1.987184900045395,1.8965082108974456,1.9856908968089768,1.977740432580052,1.9073231254192495,-0.02754032611846946,0.046214103698730025,0.22920048236846902,55.17067218159589,57.90511451749939,55.65840441984706
2009-06-19,2.0362884998321533,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2027.7875,13.7458,13.2526,2.7622,128.196,1041908.67,0.6846,1.9968568205833435,1.9924875617027282,1.9007654031117758,1.9948904609950089,1.983316438985014,1.9115514983508202,0.02903008460998535,0.1060532331466677,0.25543153285980225,64.03713026564392,62.38101504932787,57.14796434302809
2009-06-22,2.026170253753662,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2100.3456,13.5956,13.0528,2.862,128.196,1034780.67,0.6846,1.9987947583198546,1.9961173117160798,1.9046361108620962,2.0005776960420367,1.987397754677266,1.9153094903312413,0.019379377365112305,0.07259500026702881,0.23224246501922607,60.68340323944595,60.6732156561434,56.66117192321375
2009-06-23,2.0102686882019043,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2096.7247,13.5639,13.0118,2.87,128.196,1030593.63,0.6846,1.9991425395011901,1.997948372364044,1.9082417925198873,2.002339694616558,1.9895759388224696,1.9184229066548697,0.003477811813354492,0.03662121295928955,0.21634089946746826,55.59883931585225,58.044425174646996,55.90016256398085
2009-06-24,2.0141232013702397,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2099.2056,13.5848,13.0452,2.8657,128.196,1032515.73,0.6846,1.9978217959403992,2.0006023347377777,1.9131720860799153,2.0044821503899546,1.9919137733508288,1.9215606212357015,-0.013207435607909712,0.053079247474670854,0.2958176136016848,56.578720768300826,58.50317913987671,56.04568663441539
2009-06-25,2.0309882164001465,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2115.1841,13.7316,13.2047,2.856,128.196,1048047.14,0.6846,1.9993546605110168,2.0046830832958222,1.9178777595361074,2.0093014351190805,1.9956351488793351,1.925148411241093,0.015328645706176758,0.0816149711608889,0.2823404073715208,60.78594498304475,60.49275496383492,56.68172806564421
2009-06-26,2.0285792350769043,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2116.3112,13.74,13.2346,2.854,128.196,1047079.63,0.6846,2.0021870732307434,2.0086433827877044,1.9223098695278167,2.0128064896568665,1.9987726808981512,1.928539585793087,0.028324127197265625,0.0792059898376467,0.2659265995025635,59.865341322784296,60.05979017868989,56.56283377379992
2009-06-29,2.048816442489624,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2123.2316,13.8061,13.3011,2.8393,128.196,1053793.17,0.6846,2.009843957424164,2.010627979040146,1.9261067688465119,2.019353753808277,2.0035387534306723,1.932483089291334,0.0765688419342041,0.039691925048828125,0.2278139591217041,64.83628574310278,62.43718281070654,57.32751814372846
2009-06-30,2.038216114044189,3598010.0,1.32210554,9.5,90.0808802744107,174.1,585.0,6.1,2112.899,13.7103,13.2049,2.8594,128.196,1045434.38,0.6846,2.0183080434799194,2.0105421245098114,1.929913717508316,2.02278327385117,2.006841359203388,1.935949745840608,0.08464086055755571,-0.0017170906066898972,0.22841691970825173,60.47680838310898,60.453124391690075,56.79492176168696
2009-07-01,2.080137014389038,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2157.649,11.0903,13.4708,2.8013,119.9853,1060620.74,0.922,2.03096421957016,2.013836032152176,1.934574935833613,2.033211226676237,2.0138218977924978,1.9406771972684254,0.12656176090240479,0.06587815284729004,0.27967309951782227,69.49077980108875,65.07328028300475,58.35106472531473
2009-07-02,2.038216114044189,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2126.4565,10.8555,13.1653,2.8698,119.9853,1043565.8,0.922,2.035180377960205,2.014567095041275,1.9389420370260875,2.0341212061976828,2.016145156483135,1.9438751945397619,0.04216158390045144,0.014621257781981978,0.26202607154846147,55.44143368872254,57.9471621361333,56.28929689016308
2009-07-06,2.059898614883423,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2148.5081,11.021,13.3821,2.8239,119.9853,1057689.86,0.922,2.037541389465332,2.017199105024338,1.9433593253294628,2.0388080077769084,2.020312152521258,1.9476792411084065,0.02361011505126953,0.05264019966125488,0.26503729820251465,60.07973160612404,60.31335361156703,57.086849578297794
2009-07-07,2.054116725921631,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2129.7071,10.8804,13.203,2.8622,119.9853,1048583.37,0.922,2.040336036682129,2.0195653975009917,1.9474079430103302,2.0415914110759488,2.0235316357022457,1.9511689947088402,0.02794647216796875,0.047325849533081055,0.24291706085205078,58.28218113551793,59.37557744117341,56.80577363072251
2009-07-08,2.03147029876709,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2131.9557,10.9006,13.2268,2.8541,119.9853,1052064.5,0.922,2.0424561977386473,2.020799368619919,1.951079120238622,2.0397512088379743,2.0242876988512783,1.9538018243500943,0.021201610565185547,0.02467942237854004,0.22027063369750977,51.56761995995831,55.798606507856086,55.713140331495545
2009-07-09,2.030025005340576,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2122.841,10.834,13.1472,2.8727,119.9853,1045651.84,0.922,2.0440463781356812,2.0209340870380403,1.9550763169924419,2.037982808202084,2.024834108993116,1.9563009450383069,0.01590180397033647,0.002694368362426758,0.239831805229187,51.14975188405969,55.57369608918319,55.643677361475675
2009-07-10,2.030025005340576,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2117.0942,10.7918,13.0947,2.8839,119.9853,1039589.55,0.922,2.043950057029724,2.0216523587703703,1.9590735137462616,2.036535934954537,2.0253284800738265,1.9587181273432992,-0.0009632110595703125,0.014365434646606445,0.239831805229187,51.14975188405969,55.57369608918319,55.643677361475675
2009-07-13,2.030025005340576,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2140.1471,10.9595,13.2949,2.8396,119.9853,1053646.48,0.922,2.0440946340560915,2.0231408536434174,1.9627050419648489,2.0353521295701804,2.0257757681944693,1.9610560577694394,0.001445770263671875,0.0297698974609375,0.2178916931152346,51.149751884059704,55.57369608918319,55.643677361475675
2009-07-14,2.04978084564209,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2147.6781,11.0103,13.3447,2.8292,119.9853,1057970.65,0.922,2.044191074371338,2.027017515897751,1.9660278638203939,2.0379755324923456,2.0280619660466237,1.963965067207887,0.0009644031524658203,0.07753324508666992,0.19936931133270264,57.59308695780031,58.25623773374588,56.4247170821045
2009-07-15,2.1008565425872803,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2175.1708,11.2108,13.5802,2.7797,119.9853,1076866.62,0.922,2.050455117225647,2.0343815803527834,1.970201947291692,2.0494084434186974,2.0349947828600197,1.9684533123022934,0.06264042854309126,0.14728128910064697,0.25044500827789307,69.24575350383479,64.14764640864084,58.352781848198575
2009-07-16,2.1032655239105225,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2184.5655,11.2764,13.6553,2.7651,119.9853,1080178.23,0.922,2.0527679681777955,2.0418660938739777,1.974416180451711,2.0592006398717566,2.041496758198163,1.9728733848140385,0.023128509521484375,0.14969027042388916,0.25285398960113525,69.68233074484822,64.39711066730239,58.44098113211768
2009-07-17,2.1071202754974365,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2181.9421,11.256,13.6277,2.7707,119.9853,1082766.02,0.922,2.05965838432312,2.0474193811416628,1.9786946594715118,2.0679133008946073,2.04774661698857,1.9772749222134942,0.06890416145324751,0.11106574535369895,0.2567087411880493,70.428688484718,64.80954508477474,58.58371020797901
2009-07-20,2.097965240478516,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2185.0039,11.2798,13.6519,2.7639,119.9853,1085079.41,0.922,2.063465046882629,2.0505032181739806,1.9832951426506042,2.0733772899098635,2.0525293430352316,1.981231981828741,0.03806662559509322,0.06167674064636275,0.2760289907455449,66.13246332253728,62.98544009077223,58.10176315154987
2009-07-21,2.103747129440308,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2186.4173,11.2893,13.6615,2.7624,119.9853,1084243.38,0.922,2.068428087234497,2.054382061958313,1.9877663652102153,2.078899078915399,2.0574072274547626,1.9852488719143662,0.0496304035186772,0.07757687568664595,0.2682733535766604,67.52268721779316,63.66529867536785,58.321973932504044
2009-07-22,2.1278395652771,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2191.9719,11.33,13.7079,2.7526,119.9853,1081312.35,0.922,2.078065013885498,2.060260605812073,1.9927402675151824,2.087797349162981,2.064115069152128,1.9899239766147836,0.09636926651001021,0.11757087707519576,0.2984341382980351,72.70930444624585,66.37427385567769,59.22999064806523
2009-07-23,2.1427764892578125,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2217.9117,11.5183,13.9478,2.7085,119.9853,1091973.42,0.922,2.089340162277222,2.0666932702064513,1.9978308578332264,2.09779355645295,2.0716066329717173,1.9949355344063584,0.11275148391723633,0.1286532878875728,0.3054354190826416,75.41406480743326,67.93446831500864,59.782427012578296
2009-07-24,2.1427764892578125,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2223.563,11.557,14.0125,2.6969,119.9853,1100281.13,0.922,2.100615310668945,2.072282683849335,2.0029214481512705,2.1059722715083797,2.078384714522774,1.9997827788277176,0.11275148391723633,0.11178827285766602,0.3054354190826416,75.41406480743325,67.93446831500863,59.782427012578296
2009-07-27,2.1553049087524414,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2224.9559,11.5682,14.0061,2.6958,119.9853,1099904.86,0.922,2.113143301010132,2.0786189675331115,2.00754398504893,2.114941841916391,2.085710447306552,2.0048818650547577,0.12527990341186523,0.1267256736755371,0.2773522138595579,77.7024132186059,69.2600254992924,60.249641276471635
2009-07-28,2.1702423095703125,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2228.0617,15.2813,14.2066,2.676,119.9853,1098676.13,0.922,2.125189447402954,2.084690260887146,2.0123765746752422,2.124996472398922,2.0937611008554815,2.0103035189733007,0.12046146392822266,0.12142586708068848,0.2899553775787358,80.14997023111545,70.77620884112592,60.80177543716194
2009-07-29,2.1702423095703125,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2230.7851,15.3063,14.2415,2.6663,119.9853,1103381.34,0.922,2.1321280241012572,2.091291570663452,2.016415597995122,2.133222988248266,2.1010450254949893,2.0155474137469733,0.06938576698303223,0.1320261955261235,0.24234139919281006,80.14997023111545,70.77620884112592,60.80177543716194
2009-07-30,2.198671102523804,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2236.9352,15.3651,14.253,2.658,119.9853,1106673.84,0.922,2.1416685819625854,2.0972182750701904,2.0210762639840443,2.145122645389273,2.110342747116781,2.0215514691167056,0.0954055786132817,0.11853408813476607,0.27963995933532737,84.21987137036533,73.52946782971713,61.8449043325399
2009-07-31,2.1808438301086426,3623204.0,1.26690282,9.5,90.8559301653468,172.5,594.0,5.4,2234.7234,15.3434,14.2271,2.6605,119.9853,1104162.68,0.922,2.149040937423706,2.104349660873413,2.0254320204257965,2.15161740624734,2.1170571359731487,2.026774169477097,0.07372355461120605,0.14262771606445357,0.2613453865051265,73.69228757832884,69.22446918160085,60.81287314720465
2009-08-03,2.176506280899048,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2239.265,15.3886,14.2402,2.659,119.9853,1104646.81,0.922,2.1568950414657593,2.1101800441741942,2.029622119665146,2.1561426561840142,2.1227189592994247,2.031683419031915,0.07854104042053178,0.116607666015625,0.2514059543609619,71.28338384244368,68.20178103710754,60.562807719998226
2009-08-04,2.189516544342041,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2243.4114,15.4292,14.2724,2.6468,119.9853,1107740.53,0.922,2.165471982955933,2.116950035095215,2.0338656822840373,2.16221063584911,2.1290806340653883,2.03685827559946,0.08576941490173295,0.13539981842041016,0.2546137571334841,74.10449944847358,69.61889639076165,61.05133811135393
2009-08-05,2.181324958801269,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2232.9042,15.3269,14.3337,2.666,119.9853,1096046.4,0.922,2.1708205223083494,2.124442768096924,2.0380271832148233,2.1656859672949573,2.134056284040234,2.041594888163454,0.053485393524169034,0.14985466003417924,0.24969005584716752,69.33903961847965,67.62158388352458,60.57090736128497
2009-08-06,2.1678338050842285,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2225.0105,15.2511,14.2432,2.679,119.9853,1085693.14,0.922,2.173326253890991,2.1313332080841065,2.041567047437032,2.166076483256643,2.137273190806329,2.045733869046102,0.025057315826416016,0.13780879974365234,0.21239185333251953,62.038422212675414,64.41766592704458,59.78296684600002
2009-08-07,2.181806325912476,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2232.8821,15.3272,14.311,2.6658,119.9853,1090227.72,0.922,2.1772292375564577,2.1389222741127014,2.0459388454755145,2.1689364546486125,2.141514441768819,2.050195261074508,0.03902983665466353,0.15178132057189986,0.26230788230895996,66.14085033017103,66.16533805049151,60.32653548662512
2009-08-10,2.1779510974884038,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2235.7457,15.3527,14.3,2.6625,119.9853,1093023.67,0.922,2.179493856430054,2.1463185787200927,2.0500518957773846,2.1705754806194837,2.1449845994563987,2.0543839770225043,0.022646188735962358,0.1479260921478276,0.24678301811218306,64.01983354077775,65.23475253232337,60.09861497231574
2009-08-11,2.1808438301086426,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2233.1643,15.3281,14.2869,2.6662,119.9853,1090870.93,0.922,2.180554008483887,2.1528717279434204,2.054430999358495,2.1724424532538764,2.148399764280422,2.058530201713853,0.010601520538330078,0.13106298446655273,0.2627462148666382,64.95673636142895,65.61670369492583,60.21331675935387
2009-08-12,2.1904799938201904,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2230.6256,15.3046,14.2809,2.7389,119.9853,1091297.1,0.922,2.1825777769088743,2.157352900505066,2.0589707056681315,2.1757220060841154,2.1524074051889714,2.062856424405864,0.02023768424987793,0.08962345123291016,0.27238237857818604,68.03728718448897,66.89216012811701,60.59702956368711
2009-08-13,2.1808438301086426,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2234.9914,15.3632,14.2718,2.6968,119.9853,1097326.36,0.922,2.1807950496673585,2.161231815814972,2.062657368183136,2.1766532468158477,2.155115636133702,2.0667248639371025,-0.017827272415161577,0.07757830619812012,0.22119975090026855,61.98311560219959,64.37833950781378,60.00848351832754
2009-08-14,2.175541639328003,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2231.4007,15.3292,14.2223,2.7026,119.9853,1096880.19,0.922,2.1802648305892944,2.1646528840065002,2.0664190550645194,2.176451136363512,2.1570609697712544,2.070292627064673,-0.0053021907806396484,0.0684213638305664,0.22570121288299538,58.785078416740674,63.0069058876108,59.68411530396956
2009-08-17,2.153377056121826,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2212.8947,15.1519,14.0612,2.7336,119.9853,1087886.53,0.922,2.1779519081115724,2.1674234747886656,2.070138084888458,2.172255849046842,2.1567101208522614,2.073016706705891,-0.02312922477722168,0.0554118156433101,0.22314178943634055,47.42082475101492,57.606946538222346,58.343447488801736
2009-08-18,2.1610875129699707,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2216.3574,15.1877,14.0967,2.7264,119.9853,1090813.78,0.922,2.1751090049743653,2.170290493965149,2.0735966225465137,2.170225242487411,2.1571270153396624,2.0759042741243854,-0.028429031372070312,0.05734038352966264,0.2075122594833374,51.07651378894188,58.89689945116044,58.671866279480646
2009-08-19,2.1736152172088623,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2227.2469,15.292,14.1913,2.7082,119.9853,1097016.87,0.922,2.1743380308151243,2.172579276561737,2.0769294182459515,2.1708416015276746,2.158697320279586,2.079107911602565,-0.0077097415924067825,0.04577565193176225,0.19996774196624756,56.53245252915221,60.930140120394924,59.20331355234122
2009-08-20,2.185661792755127,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2238.4261,15.3957,14.2698,2.6918,119.9463,1103430.58,0.922,2.1761208295822145,2.174723541736603,2.0806730488936105,2.1735361817508476,2.1612653652772567,2.0826014814764195,0.017827987670898438,0.04288530349731445,0.2246178388595581,61.16028596717014,62.793111033403434,59.70995820370777
2009-08-21,2.2189090251922607,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2263.8916,15.643,14.4932,2.6488,119.9463,1113775.3,0.922,2.179831099510193,2.1785301685333254,2.0851653118928275,2.1817857896492865,2.166755237650114,2.0870705812703814,0.03710269927978471,0.07613253593444824,0.26953577995300315,70.71980312192338,67.32013469308488,61.066982931809186
2009-08-24,2.2208361625671387,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2262.1,15.6223,14.4652,2.6537,119.9463,1112975.96,0.922,2.1841196060180663,2.18180673122406,2.089689693848292,2.1888858574525325,2.171905801927926,2.0914563380342095,0.04288506507873491,0.06553125381469727,0.2714629173278811,71.17670011368399,67.56095386057022,61.14412710464372
2009-08-25,2.231436491012573,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2266.6904,15.669,14.5074,2.6442,119.9463,1114208.99,0.922,2.1891788721084593,2.1848664402961733,2.0933948934078215,2.1966223362816306,2.177575391364559,2.0960458512466147,0.05059266090393022,0.0611941814422603,0.2223119735717769,73.68622549768526,68.88839786845077,61.57007889292929
2009-08-26,2.236737966537476,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2271.7218,15.7163,14.5479,2.6368,119.9463,1118653.16,0.922,2.193804669380188,2.188191223144531,2.096674972772598,2.2039160872372388,2.183209922333408,2.1006587074856595,0.0462579727172856,0.06649565696716353,0.19680476188659712,74.90058272224005,69.5444944613503,61.78315525912134
2009-08-27,2.236737966537476,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2271.5669,15.7155,14.5477,2.6368,119.9463,1115784.96,0.922,2.1993940830230714,2.190094566345215,2.1003829578558606,2.2098837016554636,2.188307831305224,2.1051203225365387,0.05589413642883345,0.038066864013671875,0.22247910499572798,74.90058272224005,69.54449446135028,61.783155259121344
2009-08-28,2.222764253616333,3623204.0,1.15904037,9.6,90.8559301653468,175.0,586.0,4.4,2263.714,15.6398,14.487,2.5939,119.9463,1109944.07,0.922,2.2041163444519043,2.1921905875205994,2.1037024478117625,2.2122256201938035,2.1915893953348538,2.1089775006047287,0.04722261428833008,0.04192042350769043,0.19916939735412598,65.12111578934727,65.50972234861814,60.86326802857395
