,Price,GDP,RATE_10,URATE,CPI,PPI,HOUSE,SAVE,Index Enterprise Value,Adjusted Price/Earnings ratio,Adjusted Price/Estimated Earnings,BEst Div Yld,Total Debt to Total Equity,Current Market Cap,Profit Margin,SMA_10d,SMA_20d,SMA_60d,EMA_10d,EMA_20d,EMA_60d,MOM_10d,MOM_20d,MOM_60d,RSI_10d,RSI_20d,RSI_60d
2015-07-24,9.805174827575684,4625898.0,0.6670749,5.2,100.353561136965,193.9,1146.0,5.6,4518.2276,20.6443,20.7207,2.3113,104.9537,2035211.43,5.2074,9.835055065155029,9.72068977355957,9.560529088973999,9.810861417477758,9.74438380533151,9.591839915188322,0.08255672454833984,0.14806175231933594,0.40630531311035156,56.176542533054,57.50413675138141,56.637256943126616
2015-07-27,9.783637046813965,4625898.0,0.6670749,5.2,100.353561136965,193.9,1146.0,5.6,4516.6176,20.6357,20.7093,2.3139,104.9537,2034105.05,5.2074,9.83236312866211,9.726253223419189,9.567731587092082,9.805911531902524,9.74812220928222,9.598128345733425,-0.02691936492919922,0.11126899719238281,0.43214988708496094,53.570381121877894,56.271368225647855,56.234831314184795
2015-07-28,9.922724723815918,4625898.0,0.6670749,5.2,100.353561136965,193.9,1146.0,5.6,4567.9276,20.9109,20.9735,2.2818,104.9537,2057205.7,5.2074,9.842862033843994,9.747475194931031,9.575453488032023,9.827150294068595,9.764751020190191,9.608770849932851,0.10498905181884766,0.4244394302368164,0.4633140563964844,65.16601824694374,61.833361479368435,58.18598823090993
2015-07-29,9.984638214111328,4625898.0,0.6670749,5.2,100.353561136965,193.9,1146.0,5.6,4588.6676,21.0221,21.0936,2.2674,104.9537,2062985.2,5.2074,9.865564346313477,9.772061967849732,9.583944082260132,9.855784461349092,9.78569265770649,9.62109437006985,0.22702312469482422,0.49173545837402344,0.5094356536865234,68.99580098709389,63.98010443578891,59.01317530212932
2015-07-30,9.97476863861084,4625898.0,0.6670749,5.2,100.353561136965,193.9,1146.0,5.6,4586.3476,21.0096,21.0982,2.2668,104.9537,2057348.09,5.2074,9.876242637634277,9.791264867782592,9.593498547871908,9.877417948123956,9.803699893983094,9.63269024772693,0.10678291320800781,0.38405799865722834,0.573267936706543,67.67788277904833,63.381898170647645,58.82452705691428
2015-07-31,10.031299591064451,4625898.0,0.6670749,5.2,100.353561136965,193.9,1146.0,5.6,4606.7076,21.1188,21.1948,2.2553,104.9537,2058938.83,5.2074,9.895086193084717,9.814236545562744,9.603688097000122,9.905396428658591,9.82537605560989,9.645759406524883,0.18843555450439098,0.45943355560302557,0.6113729476928693,71.1812542739737,65.33600733022303,59.577218618452385
2015-08-03,10.005279541015623,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4605.2276,21.1109,21.2382,2.2552,104.9537,2065870.43,5.2074,9.908635902404786,9.837522411346436,9.613370895385742,9.923556994541688,9.842509720886627,9.657546951918022,0.1354970932006836,0.46571731567382635,0.5809679031372053,67.44272475247493,63.68929530999389,59.07176713255241
2015-08-04,10.05014419555664,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4619.3776,21.1868,21.3889,2.2467,104.9537,2063244.98,5.2074,9.928556537628173,9.853988313674927,9.62266076405843,9.946572849271679,9.862284432759962,9.670418992693058,0.19920635223388672,0.3293180465698242,0.5573921203613281,70.41917826087692,65.27764748270837,59.67170265729047
2015-08-05,10.151545524597168,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4654.7176,21.3763,21.6066,2.2265,104.9537,2081596.77,5.2074,9.956015014648438,9.880594301223756,9.633962361017863,9.983840608421767,9.889833108173029,9.686193633083358,0.2745847702026367,0.5321197509765643,0.678095817565918,75.94247946186739,68.5506033951398,60.98613758648755
2015-08-06,10.046554565429688,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4613.2776,21.1541,21.3973,2.2481,104.9537,2064611.39,5.2074,9.975576686859132,9.901188039779663,9.643835846583048,9.99524314605957,9.904758961245092,9.698008745619303,0.1956167221069336,0.41187477111816406,0.592409133911131,62.51388065975901,62.16420445311606,58.96259076607983
2015-08-07,9.9828462600708,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4589.3676,21.0258,21.2798,2.2636,104.9537,2049926.83,5.2074,9.993343830108643,9.914199447631836,9.652808380126952,9.992989166788885,9.91219584684754,9.707347680519351,0.1776714324951172,0.26022815704345703,0.5383520126342773,55.85488504312871,58.67278513139355,57.77955010228825
2015-08-10,10.003482818603516,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4604.8376,21.1089,21.3137,2.2548,104.9537,2058586.18,5.2074,10.015328407287598,9.923845767974854,9.65950730641683,9.994897103482455,9.920889844157633,9.717057029308997,0.21984577178955078,0.19292640686035156,0.4019355773925781,57.48483709270842,59.449348818972524,58.05677066402218
2015-08-11,9.9828462600708,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4587.7676,21.0174,21.2233,2.2648,104.9537,2051635.15,5.2074,10.021340560913085,9.93210129737854,9.665525897343953,9.992706041043972,9.926790455196983,9.72577143031758,0.06012153625488281,0.16511058807373047,0.3611154556274414,55.21945339846304,58.29627232040967,57.67167873688186
2015-08-12,9.980154037475586,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4587.9476,21.0183,21.2155,2.2659,104.9537,2052772.33,5.2074,10.020892143249512,9.943228244781494,9.672055323918661,9.990423858576992,9.931872701128277,9.734111843667023,-0.0044841766357421875,0.22253894805908203,0.3917655944824219,54.905808708175286,58.14140967917868,57.620972071629716
2015-08-13,9.958616256713867,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4578.3576,20.9669,21.1708,2.272,104.9537,2044445.02,5.2074,10.019276905059815,9.947759771347046,9.678576707839966,9.984640658238243,9.934419706422144,9.741472644094788,-0.016152381896972656,0.09063053131103516,0.39128303527831854,52.26692492953864,56.869226698474186,57.211733285582625
2015-08-14,10.010663032531738,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4599.4476,21.08,21.286,2.2598,104.9537,2050693.6,5.2074,10.017213249206543,9.95614972114563,9.685541486740112,9.989371999018879,9.941680975575439,9.75029855846977,-0.020636558532713067,0.1677989959716779,0.41788673400878906,57.72273479662255,59.143260934808104,57.94573715584185
2015-08-17,10.009766578674316,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4601.6876,21.092,21.2984,2.2583,104.9537,2050865.52,5.2074,10.017661952972412,9.963148927688598,9.692579046885173,9.993080104410776,9.948165318727712,9.758805706673199,0.004487037658693183,0.13998413085937678,0.4222536087036133,57.59674674290998,59.08677886893887,57.9283311942425
2015-08-18,9.977461814880373,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4587.6176,21.0166,21.2418,2.2681,104.9537,2037030.76,5.2074,10.010393714904785,9.96947512626648,9.699312162399291,9.990240415405248,9.950955461218442,9.765974759401303,-0.07268238067626775,0.12652397155761896,0.40398693084716975,52.96771826125831,57.02113160160339,57.29759063685557
2015-08-19,9.911956787109377,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4557.2276,20.8536,21.0895,2.2858,104.9537,2016889.24,5.2074,9.986434841156006,9.971224927902222,9.706269677480062,9.976007028442362,9.947241301779483,9.77076105539173,-0.2395887374877912,0.034996032714845526,0.4174509048461932,44.84705686533668,53.06171168551699,56.03936012726466
2015-08-20,9.825809478759766,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4525.1776,20.6817,20.9061,2.3055,104.9537,2000767.16,5.2074,9.964360332489013,9.969968509674072,9.710884745915731,9.948698383045526,9.935676366253796,9.772565921731665,-0.22074508666992188,-0.02512836456298828,0.2769041061401385,36.63887708066219,48.408421612003295,54.440493559315115
2015-08-21,9.569170951843262,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4426.3876,20.1519,20.3718,2.3654,104.9537,1948043.15,5.2074,9.92299280166626,9.958168315887452,9.711295620600383,9.879693395554206,9.900771088690888,9.765897234194341,-0.41367530822753906,-0.23600387573242188,0.024652481079101562,22.81616635497075,37.96733834878535,50.10921575788545
2015-08-24,9.315227508544922,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4310.9176,19.5326,19.7457,2.4405,104.9537,1882941.78,5.2074,9.854167270660401,9.934747838974,9.708366123835246,9.77706323427979,9.845005033438891,9.751121177615671,-0.6882553100585938,-0.46840953826904297,-0.17576980590820135,16.126942358074995,31.00247568584713,46.39490160853911
2015-08-25,9.207548141479492,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4271.6976,19.3223,19.5596,2.4674,104.9537,1862371.19,5.2074,9.77663745880127,9.898989009857178,9.703919823964437,9.673515035588826,9.784294853252282,9.733299110857107,-0.7752981185913086,-0.7151765823364258,-0.26677799224853516,14.16969170629353,28.656130842552606,44.9578855122078
2015-08-26,9.445342063903809,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4375.1876,19.8773,20.1215,2.3989,104.9537,1919614.36,5.2074,9.723156261444093,9.872024202346802,9.704007037480672,9.632029040737004,9.752013635219095,9.723857896202901,-0.5348119735717773,-0.5392961502075195,0.005232810974121094,33.864606340375424,39.329837744959036,48.53760398215442
2015-08-27,9.589813232421877,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4430.1276,20.172,20.4206,2.3645,104.9537,1947946.55,5.2074,9.686275959014893,9.852776432037354,9.706458250681559,9.624353439225162,9.736565977809835,9.719462989193687,-0.3688030242919904,-0.38495540618896307,0.14707279205322443,42.73495979902624,44.62778177419231,50.525593234585656
2015-08-28,9.575453758239746,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4428.7676,20.1647,20.4116,2.3649,104.9537,1942224.28,5.2074,9.642755031585693,9.829984140396117,9.709913142522176,9.615462588136905,9.721221956898399,9.71474137506405,-0.4352092742919922,-0.45584583282470525,0.20729351043701172,42.11119708335149,44.22374446726047,50.32907648085797
2015-08-31,9.533281326293944,4625898.0,0.54830556,5.1,100.353561136965,191.9,1130.0,5.6,4409.8176,20.063,20.3079,2.3769,104.9537,1927767.16,5.2074,9.595106506347657,9.806384229660035,9.714405409495036,9.600520540529095,9.703322849221784,9.708791865268308,-0.47648525238037287,-0.4719982147216797,0.26953601837158025,40.19661835165116,43.01967971430516,49.75113942750615
2015-09-01,9.32689380645752,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4329.0376,19.6298,19.8688,2.4272,104.9537,1887398.4,5.2074,9.530049705505371,9.770221710205078,9.715633376439412,9.550770225243355,9.667472464196617,9.696270617438447,-0.6505680084228533,-0.7232503890991211,0.07367801666259766,32.22890840453037,37.72804546244351,47.061574365897734
2015-09-02,9.474957466125488,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4381.5276,19.9113,20.1542,2.3926,104.9537,1912421.86,5.2074,9.486349773406982,9.736392307281495,9.718963464101156,9.536986087221925,9.649137702475556,9.68901444854294,-0.4369993209838885,-0.6765880584716797,0.19980525970458984,41.47591500752739,43.02078530886806,49.07027243481972
2015-09-03,9.56468677520752,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4410.9276,20.069,20.3132,2.3728,104.9537,1925755.59,5.2074,9.460237503051758,9.712298917770386,9.72242906888326,9.542022575946579,9.641094757021458,9.684938131384401,-0.2611227035522461,-0.48186779022216797,0.20793628692626953,46.40040780859515,45.95124648409433,50.23402654293283
2015-09-04,9.432780265808104,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4356.2476,19.7757,20.0212,2.4078,104.9537,1894594.86,5.2074,9.446598434448243,9.684795618057251,9.72397403717041,9.522160337739583,9.621255281667805,9.6766706603819,-0.13639068603515803,-0.5500659942626971,0.09269809722900213,40.79368361675023,42.56383061509954,48.57470264629531
2015-09-08,9.59968090057373,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4430.9676,20.1765,20.4302,2.36,104.9537,1937705.48,5.2074,9.475043773651123,9.664605522155762,9.72856396039327,9.53625498552761,9.619200578706465,9.67414640596196,0.2844533920288086,-0.40380191802978516,0.27539539337158203,49.39102526439609,47.69894181025233,50.67134081242218
2015-09-09,9.411243438720703,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4365.3576,19.8246,20.0778,2.4014,104.9537,1902736.59,5.2074,9.495413303375244,9.636025381088256,9.730993016560872,9.5135256133809,9.599395136803059,9.665526636544213,0.20369529724121094,-0.5716028213500977,0.14574337005615234,41.78017546161552,43.11748632598951,48.40539788930943
2015-09-10,9.462393760681152,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4380.1276,19.9038,20.1578,2.3918,104.9537,1904939.25,5.2074,9.497118473052979,9.610137367248536,9.732432015736897,9.504228912890037,9.586347386696211,9.658866542253621,0.01705169677734375,-0.5177602767944336,0.08633995056152521,44.365800643242146,44.63688847923365,49.034531597020816
2015-09-11,9.523408889770508,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4401.8476,20.0203,20.2603,2.3783,104.9537,1914985.99,5.2074,9.490478038787842,9.588376998901367,9.734156719843547,9.507716181413759,9.580353244131858,9.654425307745978,-0.06640434265136896,-0.4352073669433594,0.10348224639892578,47.4585409781153,46.43349441892236,49.777424262660894
2015-09-14,9.504566192626951,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4389.7876,19.9556,20.2362,2.386,104.9537,1908759.56,5.2074,9.483389282226563,9.563072156906127,9.734134308497111,9.507143456179794,9.57313542970282,9.649511894135518,-0.07088756561279475,-0.5060968399047869,-0.0013446807861345889,46.57021395614741,45.948777443571565,49.55059260026845
2015-09-15,9.585326194763184,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4426.6076,20.1531,20.4356,2.3637,104.9537,1930407.68,5.2074,9.488593769073486,9.541850137710572,9.731980657577514,9.521358499558591,9.574296454946664,9.64740744497577,0.05204486846924006,-0.4244403839111328,-0.12921905517578125,50.94311087184771,48.37989197295841,50.53310579609139
2015-09-16,9.729798316955566,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4483.4276,20.4578,20.7419,2.328,104.9537,1951849.89,5.2074,9.528884220123292,9.52946696281433,9.731995677947998,9.559256648176223,9.589106156090368,9.65010878504068,0.4029045104980469,-0.24766349792480646,0.0009012222290039062,57.80701592483701,52.41053935060298,52.225740557801274
2015-09-17,9.7271089553833,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4481.1076,20.4454,20.7267,2.3294,104.9537,1951515.62,5.2074,9.554099369049073,9.520224571228027,9.732175175348917,9.589775249486602,9.602249279832552,9.652633380789618,0.2521514892578125,-0.184847831726076,0.010769844055177558,57.64020694456463,52.33047262078709,52.19193279960458
2015-09-18,9.792718887329102,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4439.7576,20.2236,20.4898,2.357,104.9537,1927016.14,5.2074,9.57690258026123,9.518570041656494,9.733941745758056,9.626674092730692,9.620389242451271,9.657226348217142,0.22803211212158203,-0.03309059143066406,0.10599422454833984,60.71321205099666,54.130002114310685,52.94760446232997
2015-09-21,9.860630989074709,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4459.1686,20.3521,20.4592,2.3505,104.9537,1943032.42,5.2074,9.61968765258789,9.533143043518066,9.737333710988363,9.669211710247787,9.64326940879636,9.663895352835423,0.4278507232666051,0.2914600372314471,0.20351791381836115,63.73865157747767,55.94215707294573,53.71766354620229
2015-09-22,9.732152938842772,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4374.8969,20.7666,21.1019,2.38,95.8567,1922223.35,5.1308,9.632934856414796,9.55398931503296,9.738330125808716,9.680655569992329,9.651734506896018,9.66613330647501,0.1324720382690412,0.4169254302978498,0.05978488922118963,54.85841623316517,51.86202481573332,52.07791628952507
2015-09-23,9.76059913635254,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4380.0369,20.7951,21.18,2.3761,95.8567,1925442.97,5.1308,9.667870426177979,9.58164186477661,9.742702023188274,9.695190763876004,9.662102566844258,9.669230546798863,0.3493556976318377,0.5530509948730487,0.2623138427734393,56.354359920967624,52.66661417113425,52.40504244136742
2015-09-24,9.771613121032717,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4383.6669,20.8152,21.1971,2.3737,95.8567,1926419.75,5.1308,9.698792362213135,9.597955417633056,9.747347195943197,9.709085737904498,9.672532143433635,9.672587352511448,0.3092193603515643,0.326271057128908,0.27871036529541193,56.96785235685194,52.9868738297832,52.53262586867001
2015-09-25,9.831266403198242,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4408.7269,20.9556,21.3653,2.3577,95.8567,1939725.58,5.131,9.729578113555908,9.610028076171876,9.75135645866394,9.731300404321543,9.687649691982646,9.677789944337244,0.3078575134277344,0.2414531707763654,0.24055576324463068,60.32401806503941,54.73302720532956,53.223266815397054
2015-09-28,9.661489486694336,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4334.1669,20.5424,20.9408,2.4043,95.8567,1909710.04,5.1319,9.745270442962646,9.614329862594605,9.752850182851155,9.718607510207505,9.68515824385995,9.67725550310305,0.1569232940673846,0.08603572845458984,0.08962345123291016,48.38953502451362,49.25261479184212,51.07252641081948
2015-09-29,9.645888328552246,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4337.3269,20.5599,20.9526,2.4031,95.8567,1909370.41,5.1319,9.751326656341552,9.61996021270752,9.75462228457133,9.705385840815639,9.681418251925884,9.676227071150564,0.0605621337890625,0.11260700225830256,0.10632610321044922,47.43142537462161,48.780158570386725,50.8803879459779
2015-09-30,9.751423835754396,4625898.0,0.51245991,5.0,100.353561136965,189.1,1224.0,5.8,4376.0969,20.7748,21.1716,2.3777,95.8567,1929483.3,5.1319,9.753489208221435,9.641186714172363,9.755132246017457,9.713756385349958,9.688085450385742,9.678692538842492,0.0216255187988299,0.4245300292968768,0.0305976867675799,54.24126696717468,52.05502459675442,52.11954469781155
2015-10-01,9.741331100463867,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4374.8369,20.7678,21.1669,2.3791,95.8567,1928030.13,5.1319,9.754911422729492,9.654505395889283,9.757164001464844,9.718769969916124,9.693156464678896,9.68074626217434,0.014222145080566406,0.2663736343383789,0.1219053268432635,53.50476980157136,51.72212113506119,51.991983899403536
2015-10-02,9.89275074005127,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4433.6569,21.0947,21.5021,2.3421,95.8567,1952473.17,5.132,9.764914608001709,9.67090859413147,9.76146518389384,9.750402837213423,9.71216544328579,9.687697228662108,0.10003185272216797,0.32806396484375,0.2580709457397461,62.08635646926881,56.15073386917865,53.72013327709316
2015-10-05,10.073535919189451,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4498.8169,21.4578,21.8896,2.3028,95.8567,1984993.58,5.1271,9.786205101013184,9.702946376800536,9.767313814163208,9.80915430666361,9.746581679086137,9.700347677531857,0.21290493011474254,0.6407556533813477,0.3509178161621076,69.54356604858648,60.683388373696076,55.65816566018707
2015-10-06,9.982684135437012,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4467.9969,21.2869,21.7082,2.3208,95.8567,1972796.13,5.1271,9.811258220672608,9.7220965385437,9.770182609558105,9.84070518462241,9.76906762731003,9.709604610577928,0.25053119659424006,0.38300323486328125,0.17212772369384766,62.66162990297022,57.537190944008174,54.491970286076494
2015-10-07,10.056097984313965,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4495.3369,21.4385,21.8561,2.3046,95.8567,1989998.39,5.1271,9.84080810546875,9.754339265823365,9.774155314763387,9.879867511839056,9.796403851786595,9.720965049061077,0.295498847961424,0.6448545455932617,0.23836231231689453,65.70842430476425,59.33070080142841,55.2622707089504
2015-10-08,10.192837715148926,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4543.6569,21.7063,22.1338,2.2762,95.8567,2013268.98,5.1271,9.882930564880372,9.790861463546753,9.78140902519226,9.936771185168123,9.834159457821103,9.736436284014777,0.42122459411620916,0.7304439544677734,0.4352226257324219,70.66271934343546,62.44100014135401,56.652083478296035
2015-10-09,10.223119735717772,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4554.8769,21.7685,22.1888,2.2696,95.8567,2018163.82,5.1271,9.922115898132324,9.825847005844116,9.787327925364176,9.988834557995332,9.871203293811263,9.752393118496842,0.3918533325195295,0.6997108459472638,0.35513401031493963,71.66986142746264,63.09887253011042,56.953253721072386
2015-10-12,10.21669578552246,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4557.2869,21.7819,22.2031,2.2682,95.8567,2022755.4,5.1271,9.977636528015136,9.861453485488891,9.79355845451355,10.030263872091174,9.9041073406409,9.767616156759978,0.5552062988281232,0.7121295928955078,0.3738317489623988,71.09457759112411,62.85303532740901,56.86801666010631
2015-10-13,10.161636352539062,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4534.3869,21.6549,22.0723,2.2811,95.8567,2009734.24,5.1271,10.029211330413819,9.890268993377685,9.798422686258952,10.054149777627154,9.92863391320263,9.780534851703555,0.5157480239868164,0.5763101577758789,0.29185390472412287,66.04589036467462,60.718739014182646,56.135735016066576
2015-10-14,10.046924591064451,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4491.1769,21.4172,21.8239,2.308,95.8567,1977726.12,5.1274,10.058761405944825,9.90612530708313,9.801689132054646,10.052836107343026,9.939899692046613,9.789268941518666,0.29550075531005504,0.31712627410888494,0.19598674774169744,56.721445547114925,56.5104114500316,54.64488138854405
2015-10-15,10.140528678894045,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4527.1269,21.6165,22.0341,2.2861,95.8567,1995752.92,5.1272,10.098681163787841,9.926796293258667,9.806081930796305,10.068780211261393,9.959007214603512,9.800785654219498,0.39919757843017756,0.41341972351074396,0.2635679244995135,61.63260319156907,58.9539618384426,55.62288567156454
2015-10-16,10.235969543457031,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4562.8169,21.8144,22.2341,2.2665,95.8567,2014674.17,5.1272,10.133003044128419,9.948958826065063,9.812499125798544,10.0991782716606,9.985384579256229,9.815053978456794,0.3432188034057617,0.4432506561279297,0.38503170013427734,66.00324872775609,61.288454202774645,56.593415422088746
2015-10-19,10.27542781829834,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4575.0569,21.8826,22.3073,2.2603,95.8567,2020990.99,5.1275,10.153192234039306,9.969698667526245,9.82033667564392,10.131223643776552,10.013007744879287,9.830148202713893,0.2018918991088885,0.41479682922363104,0.47025299072265625,67.69380740630191,62.22347935157559,56.98890339181651
2015-10-20,10.25615692138672,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4569.1769,21.85,22.2801,2.2636,95.8567,2020253.51,5.1275,10.180539512634278,9.995898866653443,9.8282120068868,10.15393878516022,10.036164809308566,9.844115701686773,0.2734727859497088,0.5240039825439489,0.4725198745727557,65.91512169951636,61.460315496538485,56.73217719541096
2015-10-21,10.277263641357422,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4573.4769,21.8738,22.3119,2.2608,95.8567,2017515.92,5.1275,10.202656078338624,10.021732091903687,9.834120988845825,10.176361486286984,10.05912660283703,9.858317273479253,0.22116565704345703,0.516664505004881,0.3545389175415039,66.97125481140314,61.99767981902431,56.948194882031665
2015-10-22,10.49567699432373,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4656.0969,22.3319,22.7547,2.2116,95.8567,2056870.86,5.1275,10.232940006256104,10.057935285568238,9.842638301849366,10.234418851384575,10.100702830597667,9.87921431350694,0.3028392791748047,0.7240638732910138,0.5110387802124023,75.64727279143015,67.00838731451196,59.09718840504983
2015-10-23,10.46080207824707,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4648.1269,22.2877,22.7185,2.2156,95.8567,2053846.68,5.1275,10.256708240509033,10.089412069320678,9.850738859176635,10.275579438086847,10.134997997040468,9.898282764809895,0.23768234252929865,0.6295356750488281,0.48603343963623047,72.27881678881255,65.55557684252598,58.622030648654835
2015-10-26,10.401153564453123,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4624.0769,22.1544,22.5278,2.2286,95.8567,2049854.04,5.1275,10.2751540184021,10.126395273208619,9.856903092066448,10.29841109742617,10.160346146317863,9.914770332011313,0.18445777893066406,0.7396640777587873,0.3698539733886719,66.63965816783598,63.09281426320047,57.81351932719861
2015-10-27,10.371787071228027,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4610.7069,22.0802,22.4567,2.2355,95.8567,2050695.76,5.1275,10.296169090270997,10.162690210342408,9.86301155090332,10.311752183571961,10.18048337726169,9.929754487395469,0.21015071868896484,0.7258987426757812,0.3665075302124041,63.91196570626927,61.887923513097384,57.41704253896647
2015-10-28,10.354351043701172,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4605.3369,22.0504,22.44,2.237,95.8567,2041694.04,5.1275,10.326911735534669,10.192836570739747,9.868081665039062,10.319497430868182,10.197042202636878,9.94367568596287,0.3074264526367205,0.6029272079467756,0.30420684814453125,62.2315142958373,61.157974183595734,57.180271126171256
2015-10-29,10.350677490234377,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4597.8869,22.0084,22.4074,2.2384,95.8567,2040133.87,5.1275,10.347926616668701,10.223303890228271,9.871400531133016,10.325166532571126,10.211674134789021,9.957020007414394,0.21014881134033203,0.6093463897705096,0.1991319656372088,61.85081199660002,60.998415453885556,57.1297946338635
2015-10-30,10.269922256469728,4677188.0,0.52877171,5.0,100.345966745001,187.5,1058.0,5.8,4567.8269,21.8399,22.2312,2.2533,95.8567,2017214.36,5.1249,10.35132188796997,10.242162466049194,9.875123325983683,10.315122118734509,10.217221574949088,9.967279097547356,0.03395271301269709,0.3771715164184588,0.22336769104004084,53.81032184298872,57.525542394553256,56.02418439456394
2015-11-02,10.334162712097168,4677188.0,0.6662057,5.1,100.345966745001,185.7,1172.0,5.6,4597.3669,22.0036,22.347,2.2369,95.8567,2027326.96,5.1249,10.357195377349854,10.25519380569458,9.880978600184124,10.318584044800447,10.228358826106048,9.979308068516202,0.058734893798828125,0.2606267929077166,0.3513164520263672,58.570687071354634,59.458339288628416,56.70205045778404
2015-11-03,10.282771110534668,4677188.0,0.6662057,5.1,100.345966745001,185.7,1172.0,5.6,4578.7769,21.9004,22.2815,2.2425,95.8567,2014523.2,5.1249,10.359856796264648,10.270198154449464,9.885633405049642,10.312072602206669,10.233540948432584,9.989257676451233,0.026614189147947442,0.30008697509765625,0.27928829193115234,53.65539048340079,57.26401842436359,55.999788482058335
2015-11-04,10.220364570617676,4677188.0,0.6662057,5.1,100.345966745001,185.7,1172.0,5.6,4553.3169,21.8102,22.241,2.2191,95.8567,2006462.68,5.1249,10.354166889190674,10.278411483764648,9.889592043558757,10.295398414645033,10.232286055307354,9.996834951669806,-0.056899070739746094,0.16426658630371094,0.237518310546875,48.19790021135248,54.68434506115798,55.15619755730257
