Date,Adj Close
2006-11-07,1.7432838678359985
2006-11-08,1.7432838678359985
2006-11-09,1.7432838678359985
2006-11-10,1.7472951412200928
2006-11-13,1.7472951412200928
2006-11-14,1.7472951412200928
2006-11-15,1.7472951412200928
2006-11-16,1.7472951412200928
2006-11-17,1.7472951412200928
2006-11-20,1.7472951412200928
2006-11-21,1.7472951412200928
2006-11-22,1.7658917903900146
2006-11-24,1.7658917903900146
2006-11-27,1.7658917903900146
2006-11-28,1.7658917903900146
2006-11-29,1.7658917903900146
2006-11-30,1.7596931457519531
2006-12-01,1.7596931457519531
2006-12-04,1.7815707921981812
2006-12-05,1.7815707921981812
2006-12-06,1.7815707921981812
2006-12-07,1.7895925045013428
2006-12-08,1.7895925045013428
2006-12-11,1.787768840789795
2006-12-12,1.7946971654891968
2006-12-13,1.792873501777649
2006-12-14,1.792873501777649
2006-12-15,1.792873501777649
2006-12-18,1.792873501777649
2006-12-19,1.792873501777649
2006-12-20,1.792873501777649
2006-12-21,1.792873501777649
2006-12-22,1.792873501777649
2006-12-26,1.792873501777649
2006-12-27,1.8298943042755127
2006-12-28,1.8287831544876099
2006-12-29,1.8287831544876099
2007-01-03,1.8287831544876099
2007-01-04,1.8287831544876099
2007-01-05,1.8050909042358398
2007-01-08,1.8050909042358398
2007-01-09,1.8087923526763916
2007-01-10,1.8139756917953491
2007-01-11,1.8139756917953491
2007-01-12,1.8139756917953491
2007-01-16,1.8254514932632446
2007-01-17,1.8228600025177002
2007-01-18,1.8250812292099
2007-01-19,1.8250812292099
2007-01-22,1.83174467086792
2007-01-23,1.83174467086792
2007-01-24,1.836557149887085
2007-01-25,1.836557149887085
2007-01-26,1.836557149887085
2007-01-29,1.8321150541305542
2007-01-30,1.8369276523590088
2007-01-31,1.8524760007858276
2007-02-01,1.8639522790908813
2007-02-02,1.8658039569854736
2007-02-05,1.8584001064300537
2007-02-06,1.8584001064300537
2007-02-07,1.8584001064300537
2007-02-08,1.8513646125793457
2007-02-09,1.8513646125793457
2007-02-12,1.8513646125793457
2007-02-13,1.8513646125793457
2007-02-14,1.871356725692749
2007-02-15,1.871356725692749
2007-02-16,1.871356725692749
2007-02-20,1.9006022214889526
2007-02-21,1.9006022214889526
2007-02-22,1.8828318119049072
2007-02-23,1.8820916414260864
2007-02-26,1.8832021951675415
2007-02-27,1.832484483718872
2007-02-28,1.832484483718872
2007-03-01,1.832484483718872
2007-03-02,1.8139756917953491
2007-03-05,1.8124947547912598
2007-03-06,1.8124947547912598
2007-03-07,1.8184181451797485
2007-03-08,1.8184181451797485
2007-03-09,1.832854986190796
2007-03-12,1.832854986190796
2007-03-13,1.832854986190796
2007-03-14,1.8117538690567017
2007-03-15,1.8117538690567017
2007-03-16,1.853144645690918
2007-03-19,1.853144645690918
2007-03-20,1.876096487045288
2007-03-21,1.8975446224212646
2007-03-22,1.9054466485977173
2007-03-23,1.9122190475463867
2007-03-26,1.9092082977294922
2007-03-27,1.9092082977294922
2007-03-28,1.9092082977294922
2007-03-29,1.9092082977294922
2007-03-30,1.9092082977294922
2007-04-02,1.91109037399292
2007-04-03,1.923130989074707
2007-04-04,1.923130989074707
2007-04-05,1.9325377941131592
2007-04-09,1.932161808013916
2007-04-10,1.9374290704727173
2007-04-11,1.9265179634094238
2007-04-12,1.9344192743301392
2007-04-13,1.9389339685440063
2007-04-16,1.9389339685440063
2007-04-17,1.9577484130859375
2007-04-18,1.9569957256317139
2007-04-19,1.9573719501495361
2007-04-20,1.9773147106170654
2007-04-23,1.980323314666748
2007-04-24,1.9840866327285767
2007-04-25,1.9867206811904907
2007-04-26,1.9867206811904907
2007-04-27,1.9791964292526245
2007-04-30,1.9795721769332886
2007-05-01,1.9712938070297241
2007-05-02,1.974303960800171
2007-05-03,1.974303960800171
2007-05-04,1.969788908958435
2007-05-07,1.9765620231628418
2007-05-08,1.97279953956604
2007-05-09,1.9746801853179932
2007-05-10,1.9592533111572266
2007-05-11,1.9592533111572266
2007-05-14,1.950975775718689
2007-05-15,1.950975775718689
2007-05-16,1.9671543836593628
2007-05-17,1.9671543836593628
2007-05-18,1.9776902198791504
2007-05-21,1.974303960800171
2007-05-22,1.9746801853179932
2007-05-23,1.9739282131195068
2007-05-24,1.9679068326950073
2007-05-25,1.97279953956604
2007-05-29,1.9840866327285767
2007-05-30,1.9818295240402222
2007-05-31,1.9919896125793457
2007-06-01,1.9919896125793457
2007-06-04,1.9965041875839233
2007-06-05,1.988978385925293
2007-06-06,1.9712938070297241
2007-06-07,1.94570791721344
2007-06-08,1.958876609802246
2007-06-11,1.9694122076034546
2007-06-12,1.9539846181869507
2007-06-13,1.9633920192718506
2007-06-14,1.9679068326950073
2007-06-15,2.0555529594421387
2007-06-18,2.0555529594421387
2007-06-19,2.034329652786255
2007-06-20,2.034329652786255
2007-06-21,2.030792474746704
2007-06-22,2.010354518890381
2007-06-25,2.005638360977173
2007-06-26,2.0005292892456055
2007-06-27,1.99856436252594
2007-06-28,1.99856436252594
2007-06-29,2.0190014839172363
2007-07-02,2.0339369773864746
2007-07-03,2.0359010696411133
2007-07-05,2.0359010696411133
2007-07-06,2.0359010696411133
2007-07-09,2.0359010696411133
2007-07-10,2.024111032485962
2007-07-11,2.023324489593506
2007-07-12,2.050837278366089
2007-07-13,2.051229953765869
2007-07-16,2.055161237716675
2007-07-17,2.050443410873413
2007-07-18,2.050443410873413
2007-07-19,2.050443410873413
2007-07-20,2.050443410873413
2007-07-23,2.043762683868408
2007-07-24,2.043762683868408
2007-07-25,2.0142855644226074
2007-07-26,1.9765536785125732
2007-07-27,1.965941309928894
2007-07-30,1.9517937898635864
2007-07-31,1.9419677257537842
2007-08-01,1.9451110363006592
2007-08-02,1.9627987146377563
2007-08-03,1.9439330101013184
2007-08-06,2.0032799243927
2007-08-07,2.013498544692993
2007-08-08,2.0190014839172363
2007-08-09,1.9852007627487183
2007-08-10,1.965941309928894
2007-08-13,1.975768804550171
2007-08-14,1.956116795539856
2007-08-15,1.9462907314300537
2007-08-16,1.9419677257537842
2007-08-17,1.9419677257537842
2007-08-20,1.9419677257537842
2007-08-21,1.9419677257537842
2007-08-22,1.989525318145752
2007-08-23,1.9875586032867432
2007-08-24,2.000135898590088
2007-08-27,1.9946330785751343
2007-08-28,1.9946330785751343
2007-08-29,1.965941309928894
2007-08-30,1.9765536785125732
2007-08-31,1.9765536785125732
2007-09-04,1.9765536785125732
2007-09-05,1.9651561975479126
2007-09-06,1.9651561975479126
2007-09-07,1.9553309679031372
2007-09-10,1.9553309679031372
2007-09-11,1.9675151109695435
2007-09-12,1.984021544456482
2007-09-13,1.9883451461791992
2007-09-14,1.9883451461791992
2007-09-17,1.9883451461791992
2007-09-18,1.9914896488189697
2007-09-19,2.0327577590942383
2007-09-20,2.026076078414917
2007-09-21,2.063380479812622
2007-09-24,2.054154396057129
2007-09-25,2.054154396057129
2007-09-26,2.068995714187622
2007-09-27,2.068995714187622
2007-09-28,2.068995714187622
2007-10-01,2.071803569793701
2007-10-02,2.071803569793701
2007-10-03,2.06378173828125
2007-10-04,2.06378173828125
2007-10-05,2.06378173828125
2007-10-08,2.06378173828125
2007-10-09,2.06378173828125
2007-10-10,2.091860771179199
2007-10-11,2.0926616191864014
2007-10-12,2.0926616191864014
2007-10-15,2.0974769592285156
2007-10-16,2.082634449005127
2007-10-17,2.0878489017486572
2007-10-18,2.0878489017486572
2007-10-19,2.0878489017486572
2007-10-22,2.0585665702819824
2007-10-23,2.0645835399627686
2007-10-24,2.0597705841064453
2007-10-25,2.073007106781006
2007-10-26,2.073007106781006
2007-10-29,2.073007106781006
2007-10-30,2.0990798473358154
2007-10-31,2.1119160652160645
2007-11-01,2.06658935546875
2007-11-02,2.06658935546875
2007-11-05,2.0770182609558105
2007-11-06,2.0770182609558105
2007-11-07,2.0533525943756104
2007-11-08,2.0669898986816406
2007-11-09,2.0669898986816406
2007-11-12,2.044126272201538
2007-11-13,2.0834364891052246
2007-11-14,2.0834364891052246
2007-11-15,2.0834364891052246
2007-11-16,2.0810296535491943
2007-11-19,2.067793369293213
2007-11-20,2.0770182609558105
2007-11-21,2.0710017681121826
2007-11-23,2.080629587173462
2007-11-26,2.0593698024749756
2007-11-27,2.080629587173462
2007-11-28,2.12595534324646
2007-11-29,2.1171302795410156
2007-11-30,2.1319730281829834
2007-12-03,2.1319730281829834
2007-12-04,2.119938373565674
2007-12-05,2.1287636756896973
2007-12-06,2.1287636756896973
2007-12-07,2.1287636756896973
2007-12-10,2.157644748687744
2007-12-11,2.1367855072021484
2007-12-12,2.1179332733154297
2007-12-13,2.1163291931152344
2007-12-14,2.113922119140625
2007-12-17,2.0938656330108643
2007-12-18,2.0938656330108643
2007-12-19,2.101085662841797
2007-12-20,2.101085662841797
2007-12-21,2.1634140014648438
2007-12-24,2.185556173324585
2007-12-26,2.176945209503174
2007-12-27,2.176945209503174
2007-12-28,2.1625936031341553
2007-12-31,2.1625936031341553
2008-01-02,2.1084671020507812
2008-01-03,2.1084671020507812
2008-01-04,2.0842747688293457
2008-01-07,2.0842747688293457
2008-01-08,2.0842747688293457
2008-01-09,2.0883748531341553
2008-01-10,2.1043665409088135
2008-01-11,2.1043665409088135
2008-01-14,2.0695126056671143
2008-01-15,2.0375289916992188
2008-01-16,2.0490100383758545
2008-01-17,2.0153861045837402
2008-01-18,2.0153861045837402
2008-01-22,1.9628993272781372
2008-01-23,1.99734365940094
2008-01-24,1.986271858215332
2008-01-25,1.986271858215332
2008-01-28,1.986271858215332
2008-01-29,1.986271858215332
2008-01-30,1.9817618131637573
2008-01-31,1.9883235692977905
2008-02-01,2.0203068256378174
2008-02-04,2.0162057876586914
2008-02-05,1.9772509336471558
2008-02-06,1.9735612869262695
